kodas;ROD_KOD;VLST_KODAS2;2012_3;2012_4;2013_1;2013_2;2013_3;2013_4;2014_1;2014_2;2014_3;2014_4;2015_1;2015_2;2015_3;2015_4;2016_1;2016_2;2016_3;2016_4;2017_1;2017_2;2017_3;2017_4;2018_1;2018_2;2018_3;2018_4
X00107;1043;NO;;;;;;;;;;;330;;-443;;;;;;;;;;;;;
X00107;1050;NO;;;;;;;1431;1108;1108;1108;;;;;;;;;;;;;;;;
X00107;1260;NO;;;;;;;;;;;;;;;;;;;178;;;;;;;
X00107;1280;NO;;;;;;;;;;;;;;;;;;;178;;;;;;;
X00107;20;NO;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00107;3040;EE;;;;;;105;-105;;105;;98;;-186;;;;;;;;;;;;;
X00107;3040;LV;;;;;;-162;162;;-162;;163;;-128;;;;;;;;;;;;;
X00107;3043;EE;;;;;;;-105;;105;;98;;-186;;;;;;;;;;;;;
X00107;3043;LV;;;;;;;162;;-162;;163;;-128;;;;;;;;;;;;;
X00107;3270;LV;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X00107;3273;LV;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X001070;1000;DE;;;59;;;;81;81;95;95;;;;;;;;;;;;;;;;
X001070;1030;DE;;;;;34;;;37;;;;;;;;;;;;;;;;;;
X001070;1031;DE;;;;;;11;;23;;;;;;;;;;;;;;;;;;
X001070;1050;DE;58;58;59;59;92;81;81;95;95;95;;;;;;;;;;;;;;;;
X001071;3050;CY;0;;;;;;;;;;;;;;;;;;;;;;;;;
X001072;1200;FI;3;3;;;;;;;;;;;;;;;;;;;;;;;;
X001073;10;CH;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001073;1000;CH;;;624;;;;;;;;;;;;;;;;;;;;;;;
X001073;1000;GB;;;;;;;;;;;;;;;502;;;;;;;;;;;
X001073;1030;CH;-32;;;;;87;;;;;;;;;;;;;;;;;;;;
X001073;1040;CH;;;;;;;;;;1;;;;;;;;;;;;;;;;
X001073;1043;CH;;;;;;;;;;1;;;;;;;;;;;;;;;;
X001073;1050;CH;657;657;624;624;624;711;;;;;;;;;;;;;;;;;;;;
X001073;1050;GB;;;;;;;;;;;;;;;502;;;;;;;;;;;
X001073;20;CH;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001073;3030;CH;-32;;;;;;;;;;;;;;;;;;;;;;;;;
X001074;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001074;1020;SE;;;;;;;;;38;;;;;;;;;;;;;;;;;
X001074;1040;SE;;;0;;;0;1;;;76;-1;;;;;;;;;;;;;;;
X001074;1043;SE;;;;;;;1;;;76;-1;;;;;;;;;;;;;;;
X001074;1160;SE;;;;694;668;674;;;;;;;;;;;;;;;;;;;;
X001074;1200;SE;;;694;668;674;656;;;;;;;;;;;;;;;;;;;;
X001074;1350;SE;;;11;11;11;11;;;;;;;;;;;;;;;;;;;;
X001074;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001074;3030;SE;-3;-9;;;;;;;;;;;;;;;;;;;;;;;;
X001075;3030;RU;9;9;-2;-2;-5;-3;;;;;;;;;;;;;;;;;;;;
X001075;3040;RU;;;;;;10;2;;-2;;-1;;;;;;;;;;;;;;;
X001075;3043;RU;;;;;;;2;;-2;;-1;;;;;;;;;;;;;;;
X001075;3260;RU;;;;;;;;;;;;;;;;;;;;;;;211;;;
X001076;10;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001076;1040;EE;;;7;;;-7;-7;;;;;;;;;;;;;;;;;;;
X001076;1043;EE;;;;;;;-7;;;;;;;;;;;;;;;;;;;
X001076;1290;EE;;;;;;;;290;290;;;;;;;;;;;;;;;;;
X001076;1310;EE;;;;;;;290;290;;;;;;;;;;;;;;;;;;
X001076;20;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001076;3030;EE;872;495;;;;;;;;;;;;;;;;;;;;;;;;
X001077;3040;LV;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X001077;3040;MD;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X001077;3043;LV;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X001077;3043;MD;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X001078;1000;EE;;;704;;;;657;605;605;605;;;;;;;;;;;;;;;;
X001078;1020;EE;211;;;;;;;;;;;;;;;;;;;;;;;;;
X001078;1030;EE;;107;;-46;;;-52;;;;;;;;;;;;;;;;;;;
X001078;1050;EE;597;704;704;657;657;657;605;605;605;605;;;;;;;;;;;;;;;;
X001078;1260;EE;;;18;18;18;18;;;0,5;1;1;;;;;;;;;;;;;;;
X001078;1280;EE;;;18;18;18;;;0,5;1;1;;;;;;;;;;;;;;;;
X001078;2260;EE;;;25;;;;;;;;;;;;;;;;;;;;;;;
X001078;3030;EE;;107;;;;;;;;;;;;;;;;;;;;;;;;
X001079;10;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001079;1043;LU;;;;;;;-3;;;;;;;;;;;;;;;;;;;
X001079;20;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001079;3030;LU;-119;403;;;;;;;;;;;;;;;;;;;;;;;;
X00108;3030;EE;;-226;;;;;;;;;;;;;;;;;;;;;;;;
X00108;3030;LV;;-206;;;;;;;;;;;;;;;;;;;;;;;;
X00108;4280;EE;;;;;;;;;;;;;;;;;;;;;;;811;;;
X001080;4160;LU;;;;;;54375;;;;;;;;;;;;;;;;;;;;
X001080;4170;LU;;;;;54375;;;;;;;;;;;;;;;;;;;;;
X001080;4180;LU;;;;;;2719;;;;;;;;;;;;;;;;;;;;
X001080;4200;LU;;;;;54375;51656;;;;;;;;;;;;;;;;;;;;
X001080;4350;LU;;;;;220;217;;;;;;;;;;;;;;;;;;;;
X001081;1160;US;;;;134;134;134;;;;;;;;;;;;;;;;;;;;
X001081;1200;US;133;133;134;134;134;134;;;;;;;;;;;;;;;;;;;;
X001082;1200;EE;58;;;;;;;;;;;;;;;;;;;;;;;;;
X001083;3010;LV;;;372;;;;;;;;;;;;;;;;;;;;;;;
X001083;3030;LV;;;;-17;-33;-19;;-5;;;;;;;;;;;;;;;;;;
X001083;3040;LV;;;2471;;;;;;;;5;;;;;;;;;;;;;;;
X001083;3043;LV;;;;;;;;;;;5;;;;;;;;;;;;;;;
X001084;3000;LV;;;41;;;;41;;;;;;;;;;;;;;;;;;;
X001084;3020;LV;;;;;;;41;;;;;;;;;;;;;;;;;;;
X001084;3050;LV;;;;41;41;41;;;;;;;;;;;;;;;;;;;;
X001085;10;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001085;1040;EE;;;;;;0;-1;;;;;;;;;;;;;;;;;;;
X001085;1043;EE;;;;;;;-1;;;;;;;;;;;;;;;;;;;
X001085;20;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001085;3030;EE;689;1465;;;;;;;;;;;;;;;;;;;;;;;;
X001086;1000;LU;;;;47;47;25;;;;;;;;;;;;;;;;;;;;
X001086;1010;LU;;;47;;;;;;;;;;;;;;;;;;;;;;;
X001086;1030;LU;;;;;-22;-2;5;5;5;8;;;;;;;;;;;;;;;;
X001086;1040;LU;;;;;;;;;;-1;;;;;;;;;;;;;;;;
X001086;1043;LU;;;;;;;;;;-1;;;;;;;;;;;;;;;;
X001086;1050;LU;;;47;47;25;23;;;;;;;;;;;;;;;;;;;;
X001086;1160;CH;;;;10;10;10;;;;;;;;;;;;;;;;;;;;
X001086;1180;CH;;;;;;10;;;;;;;;;;;;;;;;;;;;
X001086;1200;CH;12;12;10;10;10;;;;;;;;;;;;;;;;;;;;;
X001087;10;VG;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001087;1030;VG;;;;;51;6;;;;-8;;;;;;;;;;;;;;;;
X001087;1040;VG;;;;;;-158;;;;1;-16;;;;;;;;;;;;;;;
X001087;1043;VG;;;;;;;-158;;;1;-16;;;;;;;;;;;;;;;
X001087;20;VG;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001087;3030;VG;61;64;;;;;;;;;;;;;;;;;;;;;;;;
X001088;1160;US;;;;86;86;86;;;;;;;;;;;;;;;;;;;;
X001088;1200;US;87;87;86;86;86;86;;;;;;;;;;;;;;;;;;;;
X001089;10;CY;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001089;1043;CY;;;;;;;;;;;;1;;;;;;;;;;;;;;
X001089;20;CY;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001089;3030;CY;104;-43;;;;;;;;;;;;;;;;;;;;;;;;
X00109;1000;KZ;;;83;;;;86;86;86;86;;;;;;;;;;;;;;;;
X00109;1030;KZ;;;3;;;;;;;;;;;;;;;;;;;;;;;
X00109;1050;KZ;-507;-507;86;86;86;86;86;86;86;86;;;;;;;;;;;;;;;;
X00109;3000;UA;;;29;;;;29;29;29;29;;;;;;;;;;;;;;;;
X00109;3010;UA;;;;;;;;;;259;;;;;;;;;;;;;;;;
X00109;3050;UA;29;29;;29;29;29;29;29;29;288;;;;;;;;;;;;;;;;
X00109;3260;UA;;;9;;;;;;4,5;9;9;;;;;;;;;;;;;;;
X00109;3280;UA;;;;;;;;4,5;9;9;;;;;;;;;;;;;;;;
X001090;1030;CY;;145;;;;;;;;;;;;;;;;;;;;;;;;
X001090;3030;CY;356;145;;;;;;;;;;;;;;;;;;;;;;;;
X001091;3030;LV;;;-15;-15;-29;-17;;87;;;;;;;;;;;;;;;;;;
X001091;3040;LV;;;;;;;;;;;-87;;;;;;;;;;;;;;;
X001091;3043;LV;;;;;;;;;;;-87;;;;;;;;;;;;;;;
X001092;10;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001092;1000;LU;;;;;;;;;;1977;1866;;;;;;;;;;;;;;;
X001092;1030;LU;;;;;;;;;;-111;;;;;;;;;;;;;;;;
X001092;1040;LU;;;1;;;-1;;;;;-1866;;;;;;;;;;;;;;;
X001092;1040;VG;;;;;;;;;;;1875;;;;;;;;;;;;;;;
X001092;1043;LU;;;;;;;-1;;;;-1866;;;;;;;;;;;;;;;
X001092;1043;VG;;;;;;;;;;;1875;;;;;;;;;;;;;;;
X001092;1050;LU;;;;;;;;;;1866;;;;;;;;;;;;;;;;
X001092;1160;LU;;;;5951;5951;5951;;;;;;;;;;;;;;;;;;;;
X001092;1200;LU;;;5951;5951;5951;5951;;;;;;;;;;;;;;;;;;;;
X001092;1350;LU;;;73;74;75;75;;;;;;;;;;;;;;;;;;;;
X001092;20;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001092;3030;LU;-98;-110;;;;;;;;;;;;;;;;;;;;;;;;
X001093;3000;LV;;;2;;;;;;;;;;;;;;;;;;;;;;;
X001093;3050;LV;3;3;;2;2;2;;;;;;;;;;;;;;;;;;;;
X001094;1160;US;;;;280;280;280;;;;;;;;;;;;;;;;;;;;
X001094;1200;US;281;281;280;280;280;280;;;;;;;;;;;;;;;;;;;;
X001094;1350;US;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;
X001095;10;NL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001095;1000;FI;;;;;;;;;;;;;;;;;;;255;;;;;;;
X001095;1000;NL;;;;152;124;163;;;;;;;;;;;;;;;;;;;;
X001095;1010;NL;;;168;;;;;;;;;;;;;;;;;;;;;;;
X001095;1030;FI;;;;;;;;;;;;;;;;;;;-30;;;;;;;
X001095;1030;NL;;;;;58;6;;;;;;;;;;;;;;;;;;;;
X001095;1031;NL;;;16;28;20;16;;;;;;;;;;;;;;;;;;;;
X001095;1050;FI;;;;;;;;;;;;;;;;;;;225;;;;;;;
X001095;1050;NL;;;152;124;163;153;;;;;;;;;;;;;;;;;;;;
X001095;1160;FI;;;;303;;;;;;;;;;;;;;;;;;;;;;
X001095;1170;FI;;;361;185;;;;;;;;;;;;;;;;;;;;;;
X001095;1180;FI;;;200;334;;;;;;;;;;;;;;;;;;;;;;
X001095;1200;FI;;142;303;;;;;;;;;;;;;;;;;;;;;;;
X001095;1260;FI;;;;;399;;;;;;;;;;;;;;;;;;;;;
X001095;1270;FI;;;;;;;;;;;38;;;;;;;;;;;;;;;
X001095;1273;FI;;;;;;;;;;;38;;;;;;;;;;;;;;;
X001095;1280;FI;;;;399;;144;;;;;;;;;;;;;;;;;;;;
X001095;1350;FI;;;0;;;;;;;;;;;;;;;;;;;;;;;
X001095;20;NL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001095;2260;LV;;;;;;;;;;;19;;;;;;;;;;;;;;;
X001095;2280;DE;;;;;;40;;;;;;;;;;;;;;;;;;;;
X001095;2280;LV;;;;;;;;;;19;;;;;;;;;;;;;;;;
X001096;10;GB;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001096;1000;GB;;;1474;;;;;;;;;;;;;;;;;;;;;;;
X001096;1010;GB;;;29;;;;;;;;;;;;;;;;;;;;;;;
X001096;1030;GB;;;145;;;;;;;;;;;;;;;;;;;;;;;
X001096;1040;GB;;;-89;;;;;;;-1;147;;;;;;;;;;;;;;;
X001096;1043;GB;;;;;;;;;;-1;147;;;;;;;;;;;;;;;
X001096;1050;GB;;;1559;1559;1559;1559;;;;;;;;;;;;;;;;;;;;
X001096;20;GB;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001097;10;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001097;1010;LU;;;;;;;127;;;;;;;;;;;;;;;;;;;
X001097;1040;LU;;;-342;;;;;;;-182;;;;;;;;;;;;;;;;
X001097;1043;LU;;;;;;;;;;-182;;;;;;;;;;;;;;;;
X001097;20;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001097;3000;EE;;;;;;;;1;1;1;;;;;;;;;;;;;;;;
X001097;3030;LU;-23;-35;;;;;;;;;;;;;;;;;;;;;;;;
X001097;3040;EE;;;;;;;1;;;;;;;;;;;;;;;;;;;
X001097;3043;EE;;;;;;;1;;;;;;;;;;;;;;;;;;;
X001097;3050;EE;;;;;;;1;1;1;;;;;;;;;;;;;;;;;
X001098;1000;AT;;;;;;;;;;;;;;;;;;;;;;;1130;;;
X001098;1050;AT;;;;;;;;;;;;;;;;;;;;;;;1130;;;
X001098;1260;BY;;;;;;;;;;;;;;;;;;;;;;;318;;;
X001098;1260;CY;;;;;;;;;;;;;;;;;;;;;;;4;;;
X001098;1260;US;;;;;;;;;;;;;;;;;;;;;;;61;;;
X001098;1280;BY;;;;;;;;;;;;;;;;;;;;;;;318;;;
X001098;1280;CY;;;;;;;;;;;;;;;;;;;;;;;4;;;
X001098;1280;US;;;;;;;;;;;;;;;;;;;;;;;61;;;
X001098;2260;BY;;;;;;;;;;;;;;;;;;;;;;;3;;;
X001098;2260;US;;;;;;;;;;;;;;;;;;;;;;;449;;;
X001098;2280;BY;;;;;;;;;;;;;;;;;;;;;;;3;;;
X001098;2280;US;;;;;;;;;;;;;;;;;;;;;;;449;;;
X001099;1160;DE;;;;14;14;14;;;;;;;;;;;;;;;;;;;;
X001099;1200;DE;14;14;14;14;14;14;;;;;;;;;;;;;;;;;;;;
X00110;10;GB;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00110;1000;CH;;;;;;-40;;;;;;;;;;;;;;;;;;;;
X00110;1030;CH;;;;;356;40;;;;;;;;;;;;;;;;;;;;
X00110;1040;CH;;;;;-116;0;;;;;;;;;;;;;;;;;;;;
X00110;1040;GB;;;;;;;;;;;41;;;;;;;;;;;;;;;
X00110;1043;GB;;;;;;;;;;;41;1;;;;;;;;;;;;;;
X00110;1050;CH;;;;;-40;0;;;;;;;;;;;;;;;;;;;;
X00110;1310;GB;;;;;;;61;;;;;;;;;;;;;;;;;;;
X00110;20;GB;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00110;2290;CH;;;94;;;;;;;;;;;;;;;;;;;;;;;
X00110;3030;CH;-116;-113;;;;;;;;;;;;;;;;;;;;;;;;
X00110;3030;GB;-127;-136;;;;;;;;;;;;;;;;;;;;;;;;
X00110;3043;GB;;;;;;;;;;;;;1;;;;;;;;;;;;;
X00110;3160;BY;;;;1589;1589;1589;;;;;;;;;;;;;;;;;;;;
X00110;3160;GB;;;;314;314;314;;;;;;;;;;;;;;;;;;;;
X00110;3200;BY;1590;1590;1589;1589;1589;1589;;;;;;;;;;;;;;;;;;;;
X00110;3200;GB;;;314;314;314;314;;;;;;;;;;;;;;;;;;;;
X00110;3350;BY;;;8;9;9;9;;;;;;;;;;;;;;;;;;;;
X00110;3350;GB;;;3;4;4;4;;;;;;;;;;;;;;;;;;;;
X001100;1000;CY;;;180;;;;165;165;165;165;;;;;;;;;;;;;;;;
X001100;1030;CY;;;;;40;;;;;;;;;;;;;;;;;;;;;
X001100;1031;CY;;;;;;55;;;;;;;;;;;;;;;;;;;;
X001100;1050;CY;180;180;180;180;220;165;165;165;165;165;;;;;;;;;;;;;;;;
X001101;1000;CY;;;965;;;;905;905;905;905;;;;;;;;;;;;;;;;
X001101;1030;CY;;;;;;-60;;;;-325;;;;;;;;;;;;;;;;
X001101;1050;CY;;;965;965;965;905;905;905;905;580;;;;;;;;;;;;;;;;
X001102;10;NO;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001102;1010;FI;;3139;;;;;;;;;;;;;;;;;;;;;;;;
X001102;1030;NO;-504;;;;;;;;;;;;;;;;;;-237;4;;;;;;
X001102;1040;NO;;;0;;;0;1;;;-1;-802;;;;;;;;;;;;;;;
X001102;1043;NO;;;;;;;1;;;-1;-802;;;;;;;;;;;;;;;
X001102;1050;NO;1069;;;;;;;;;;;;;;;;;;;;;;;;;
X001102;1200;FI;5005;;;;;;;;;;;;;;;;;;;;;;;;;
X001102;1270;LV;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X001102;1273;LV;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X001102;20;NO;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001102;2270;EE;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X001102;2273;EE;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X001102;2290;EE;;;15;;;;;;;;;;;;;;;;;;;;;;;
X001102;3030;NO;-504;-446;;;;;;;;;;;;;;;;;;;;;;;;
X001103;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001103;1040;DE;;;;;;0;-1;;;;;;;;;;;;;;;;;;;
X001103;1043;DE;;;;;;;-1;;;;;;;;;;;;;;;;;;;
X001103;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001103;3030;DE;3;9;;;;;;;;;;;;;;;;;;;;;;;;
X001104;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001104;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001104;2320;SE;;;;;;;;;;;;;;;10959;9801;;;;;;;;;;
X001104;2324;SE;;;;;;;;;;;;;;;9801;8344;;;;;;;;;;
X001104;3030;SE;-970;837;;;;;;;;;;;;;;;;;;;;;;;;
X001105;1000;BY;;;734;734;734;753;755;797;797;797;;;;;;;;;;;;;;;;
X001105;1010;BY;;;;;;;42;;;;;;;;;;;;;;;;;;;
X001105;1030;BY;;;;;19;2;;;;31;;;;;;;;;;;;;;;;
X001105;1050;BY;736;733;734;734;753;755;797;797;797;828;;;;;;;;;;;;;;;;
X001105;3220;RU;;;;;;20;;;;;;;;;;;;;;;;;;;;
X001105;3250;RU;;;;;;20;;;;;;;;;;;;;;;;;;;;
X001105;3350;RU;;;;;;0;;;;;;;;;;;;;;;;;;;;
X001106;1000;EE;;;;-390;-390;-390;;;;;;;;;;;;;;;;;;;;
X001106;1020;EE;;;390;;;;;;;;;;;;;;;;;;;;;;;
X001106;1040;EE;;;;;;390;;;;;;;;;;;;;;;;;;;;
X001106;1050;EE;;;-390;-390;-390;-390;;;;;;;;;;;;;;;;;;;;
X001106;1050;NO;-101;;;;;;;;;;;;;;;;;;;;;;;;;
X001106;1200;NO;64;;;;;;;;;;;;;;;;;;;;;;;;;
X001106;3030;EE;-240;136;;;;;;;;;;;;;;;;;;;;;;;;
X001107;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001107;1040;DE;;;;-1339;;-331;-659;;;;;;;;;;;;;;;;;;;
X001107;1043;DE;;;;;;;-659;;;;;;;;;;;;;;;;;;;
X001107;1260;DE;;;;;;;2;;;;6;;;;;;;;;;;;;;;
X001107;1280;DE;;;;;;2;;;;6;;;;;;;;;;;;;;;;
X001107;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001107;3030;DE;324;330;;;;;;;;;;;;;;;;;;;;;;;;
X001108;10;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001108;1030;ES;;;;;;;;;;;;;;;;;;;;-19;;;;;;
X001108;1040;LU;;;;;;;-22;;;16;;;;;;;;;;;;;;;;
X001108;1043;LU;;;;;;;-22;;;16;;;-19;;;;;;;;;;;;;
X001108;1290;LU;;;1477;;;;;;;;;;;;;;;;;;;;;;;
X001108;20;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001108;3030;LU;-9;14;;;;;;;;;;;;;;;;;;;;;;;;
X001108;4160;LU;;;;1318;1318;1318;;;;;;;;;;;;;;;;;;;;
X001108;4200;LU;1318;1318;1318;1318;1318;1318;;;;;;;;;;;;;;;;;;;;
X001108;4350;LU;;;15;15;15;15;;;;;;;;;;;;;;;;;;;;
X001109;1050;VG;272;272;;;;;;;;;;;;;;;;;;;;;;;;
X00111;10;PL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00111;1040;DE;;;;819;;-853;;;;;;;;;;;;;;;;;;;;
X00111;1040;PL;;;;819;;-853;;;;;;;;;;;;;;;;;;;;
X00111;1043;DE;;;;;;;;;;-852;;;;;;;;;;;;;;;;
X00111;1043;PL;;;;;;;;;;-852;;;;;;;;;;;;;;;;
X00111;1280;PL;;;;;;;;;;110;;;;;;;;;;;;;;;;
X00111;20;PL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00111;2270;EE;;;;;;;;;;;33;;;;;;;;;;;;;;;
X00111;2270;PL;;;;;;;;;;;28;;;;;;;;;;;;;;;
X00111;2273;EE;;;;;;;;;;;33;;;;;;;;;;;;;;;
X00111;2273;PL;;;;;;;;;;;28;;;;;;;;;;;;;;;
X00111;2280;EE;;;;;;;;;;33;;;;;;;;;;;;;;;;
X00111;2280;PL;;;;;;;;;;28;;;;;;;;;;;;;;;;
X00111;3030;DE;46;46;;;;;;;;;;;;;;;;;;;;;;;;
X00111;3030;PL;46;46;;;;;;;;;;;;;;;;;;;;;;;;
X001110;1000;RU;;;-306;;;;;;;;;;;;;;;;;;;;;;;
X001110;1030;RU;;;;-96;;;;;;;;;;;;;;;;;;;;;;
X001110;1040;RU;;;;401;;;;;;;;;;;;;;;;;;;;;;
X001110;1050;RU;;;-306;;;0;;;;;;;;;;;;;;;;;;;;
X001110;3030;RU;3;-52;;;;;;;;;;;;;;;;;;;;;;;;
X001111;1000;US;;;;;;;10;;;;;;;;;;;;;;;;;;;
X001111;1040;US;;;;10;;-10;-10;;;;;;;;;;;;;;;;;;;
X001111;1043;US;;;;;;;-10;;;;;;;;;;;;;;;;;;;
X001111;1050;US;;;;;;10;;;;;;;;;;;;;;;;;;;;
X001111;3030;US;87;101;;;;;;;;;;;;;;;;;;;;;;;;
X001112;1050;CH;342;342;;;;;;;;;;;;;;;;;;;;;;;;
X001113;1040;FI;;;;;;0;-1;;;1;;;;;;;;;;;;;;;;
X001113;1043;FI;;;;;;;-1;;;1;;;;;;;;;;;;;;;;
X001113;1260;FI;;;;;;;;;;;14;;;;;;;;;;;;;;;
X001113;1270;FI;;;;;;;;;;;-14;;;;;;;;;;;;;;;
X001113;1273;FI;;;;;;;;;;;-14;;;;;;;;;;;;;;;
X001113;2160;FI;;;;14;14;14;;;;;;;;;;;;;;;;;;;;
X001113;2180;FI;;;;;;14;;;;;;;;;;;;;;;;;;;;
X001113;2200;FI;;14;14;14;14;;;;;;;;;;;;;;;;;;;;;
X001113;2350;FI;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
X001113;3030;FI;41;6;;;;;;;;;;;;;;;;;;;;;;;;
X001114;3010;BY;;;;;;;;;;14;;;;;;;;;;;;;;;;
X001114;3050;BY;;;;;;;;;;14;;;;;;;;;;;;;;;;
X001115;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001115;1030;SE;;;;;;;;;;;;;;;;;;;;;;;;;320;
X001115;1040;SE;;;32;;;-32;-32;;;-1;;;;;;;;;;;;;;;;
X001115;1043;SE;;;;;;;-32;;;-1;;;;;;;;;;;;;;;;
X001115;1280;SE;;;1719;;;;;;;;;;;;;;;;;;;;;;;
X001115;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001115;2280;SE;;;23;;;;;;;;;;;;;;;;;;;;;;;
X001115;3030;SE;217;327;;;;;;;;;;;;;;;;;;;;;;;;
X001116;1000;CA;;;5;;;;3;3;5;5;;;;;;;;;;;;;;;;
X001116;1030;CA;0;;-1;;;;;2;;;;;;;;;;;;;;;;;;
X001116;1050;CA;6;6;3;3;3;3;3;5;5;5;;;;;;;;;;;;;;;;
X001116;3030;CA;0;;;;;;;;;;;;;;;;;;;;;;;;;
X001117;1000;LV;;;-89;;;;;;;;;;;;;;;;;;;;;;;
X001117;1020;LV;;;89;;;;;;;;;;;;;;;;;;;;;;;
X001117;1030;LV;;-3;;;;;;;;;;;;;;;;;;;;;;;;
X001117;1050;LV;-87;-90;;;;;;;;;;;;;;;;;;;;;;;;
X001117;1160;US;;;;1330;1330;1330;;;;;;;;;;;;;;;;;;;;
X001117;1200;US;1329;1329;1330;1330;1330;1330;;;;;;;;;;;;;;;;;;;;
X001117;3030;LV;;-3;;;;;;;;;;;;;;;;;;;;;;;;
X001118;3200;DK;1121;1121;;;;;;;;;;;;;;;;;;;;;;;;
X001119;1000;SE;;;;;;0;;;;;;;;;;;;;;;;;;;;
X001119;1040;SE;;;;;4789;-4789;;;;;;;;;;;;;;;;;;;;
X001119;1050;SE;;;;;0;0;;;;;;;;;;;;;;;;;;;;
X001119;1051;SE;;;;;;6120;;;;;;;;;;;;;;;;;;;;
X001119;1052;SE;;;;;6120;6168;;;;;;;;;;;;;;;;;;;;
X001119;3000;PL;;;3;;;;;;;;;;;;;;;;;;;;;;;
X001119;3020;UA;;;78;;;;;;;;;;;;;;;;;;;;;;;
X001119;3040;LV;;;;;-830;;;;;;;;;;;;;;;;;;;;;
X001119;3040;RU;;;;;;;-1;;;;;;;;;;;;;;;;;;;
X001119;3043;LV;;;;;;;;;;;;;474;;;;;;;;;;;;;
X001119;3043;PL;;;;;;;;;;;;;-1216;;;;;;;;;;;;;
X001119;3043;RU;;;;;;;-1;;;;;;-7252;;;;;;;;;;;;;
X001119;3050;PL;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
X001119;3050;UA;;;;;156;;;;;;;;;;;;;;;;;;;;;
X00112;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00112;1000;SE;;;-116;;;;-106;-117;-117;-117;;;;;;;;;;;;;;;;
X00112;1030;SE;;;;;10;;-11;;;;;;;;;;;;;;;;;;;
X00112;1050;SE;-26;-26;-116;-116;-106;-106;-117;-117;-117;-117;;;;;;;;;;;;;;;;
X00112;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X001120;1000;GB;;;366;;;;380;584;584;584;;;;;;;;;;;;;;;;
X001120;1010;GB;;;;;;;6;;;;;;;;;;;;;;;;;;;
X001120;1030;GB;;;;;167;;198;;;;;;;;;;;;;;;;;;;
X001120;1040;GB;;;;;;-153;;;;;;;;;;;;;;;;;;;;
X001120;1050;GB;368;368;366;366;533;380;584;584;584;584;;;;;;;;;;;;;;;;
X001121;1000;LV;;;-8;;;;79;79;79;14;;;;;;;;;;;;;;;;
