kodas;ROD_KOD;VLST_KODAS2;2012_3;2012_4;2013_1;2013_2;2013_3;2013_4;2014_1;2014_2;2014_3;2014_4;2015_1;2015_2;2015_3;2015_4;2016_1;2016_2;2016_3;2016_4;2017_1;2017_2;2017_3;2017_4;2018_1;2018_2;2018_3;2018_4
X00048;1000;GB;;;121;;;;123;123;123;158;;;;;;;;;;;;;;;;
X00048;1030;GB;;;;3;;;;;;1;;;;;;;;;;;;;;;;
X00048;1040;GB;;;;-1;;;;;35;;;;;;;;;;;;;;;;;
X00048;1042;GB;;;;;;;;;35;;;;;;;;;;;;;;;;;
X00048;1050;GB;122;122;121;123;123;123;123;123;158;159;;;;;;;;;;;;;;;;
X00049;1031;DE;;;;;;;;3;;;;;;;;;;;;;;;;;;
X00049;1040;DE;;;;33;;-33;-34;;;;;;;;;;;;;;;;;;;
X00049;1043;DE;;;;;;;-34;;;;;;;;;;;;;;;;;;;
X00049;1290;DE;;;;;59;;;;;;3;;;;;;;;;;;;;;;
X00049;1310;DE;;;59;;;;;;;3;;;;;;;;;;;;;;;;
X00049;2260;DE;;;;319;319;;;;;;278;;;;;;;;;;;;;;;
X00049;2270;DE;;;;;;;;;;;-278;;;;;;;;;;;;;;;
X00049;2273;DE;;;;;;;;;;;-278;;;;;;;;;;;;;;;
X00049;2280;DE;;;319;319;497;;;;;;;;;;;;;;;;;;;;;
X00049;3030;DE;9;-17;;;;;;;;;;;;;;;;;;;;;;;;
X00050;1000;RU;;;25;;;;24;24;25;25;;;;;;;;;;;;;;;;
X00050;1030;RU;;;-1;;;;;1;;;;;;;;;;;;;;;;;;
X00050;1050;RU;26;26;24;24;24;24;24;25;25;25;;;;;;;;;;;;;;;;
X00051;10;US;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00051;1040;US;;;0;;;;;;;-1;-44;;;;;;;;;;;;;;;
X00051;1043;US;;;;;;;;;;-1;-44;;;;;;;;;;;;;;;
X00051;20;US;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00051;3030;US;32;206;;;;;;;;;;;;;;;;;;;;;;;;
X00052;10;FR;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00052;1000;BE;;;;;;;;;;;;;;;;;;;;;;;947;;;
X00052;1031;FR;;;8;14;10;8;;;;;;;;;;;;;;;;;;;;
X00052;1040;FR;;;14;;;-14;-14;;;-1;4;;;;;;;;;;;;;;;
X00052;1043;FR;;;;;;;-14;;;-1;4;;;;;;;;;;;;;;;
X00052;20;FR;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00052;3030;FR;23;38;;;;;;;;;;;;;;;;;;;;;;;;
X00053;10;DK;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00053;1040;DK;;;;;;0;;;;1;;;;;;;;;;;;;;;;
X00053;1043;DK;;;;;;;;;;1;;-755;;;;;;;;;;;;;;
X00053;20;DK;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00053;3030;DK;432;61;;;;;;;;;;;;;;;;;;;;;;;;
X00054;1000;CA;;;-2;;;;16;;;;;;;;;;;;;;;;;;;
X00054;1020;CA;;;;;;;16;;;;;;;;;;;;;;;;;;;
X00054;1030;CA;;0;;;21;;;;;;;;;;;;;;;;;;;;;
X00054;1040;CA;;;;;;-4;;;;;;;;;;;;;;;;;;;;
X00054;1050;CA;-3;-3;-2;-2;19;16;;;;;;;;;;;;;;;;;;;;
X00054;3030;CA;;0;;;;;;;;;;;;;;;;;;;;;;;;
X00055;10;RU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00055;1040;RU;;;;;;30;48;;;;-96;;;;;;;;;;;;;;;
X00055;1043;RU;;;;;;;48;;;;-96;;;;;;;;;;;;;;;
X00055;20;RU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00055;3030;RU;72;-32;;;;;;;;;;;;;;;;;;;;;;;;
X00056;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00056;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00056;3030;DE;-843;362;;;;;;;;;;;;;;;;;;;;;;;;
X00057;1000;CN;;;;;;;;;;-48;;;;;;;;;;;;;;;;
X00057;1010;CN;;;;;;;;;;1370;;;;;;;;;;;;;;;;
X00057;1030;CN;;;;;;;;;-48;;;;;;;;;;;;;;;;;
X00057;1031;CN;;;;;;;;;;10;;;;;;;;;;;;;;;;
X00057;1040;CN;;;;;;;;;;-643;;;;;;;;;;;;;;;;
X00057;1042;CN;;;;;;;;;;-643;;;;;;;;;;;;;;;;
X00057;1050;CN;;;;;;;;;-48;669;;;;;;;;;;;;;;;;
X00057;3000;RU;;;;;;;;;1;1;;;;;1;;;1;;;;;;;;1
X00057;3000;UA;;;;;;;;;118;118;;;;;126;;;;;;;;;;;
X00057;3010;UA;;;;;;;;118;;;;;;;;;;;;;;;;;;
X00057;3040;RU;;;;;;;;1;;;;;;;;;;;;;;;;;;
X00057;3043;RU;;;;;;;;1;;;;;;;;;;;;;;;;;;
X00057;3050;RU;;;;;;;;1;1;1;;;;;1;;;1;;;;;;;;1
X00057;3050;UA;;;;;;;;118;118;118;;;;;126;;;;;;;;;;;
X00058;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00058;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00058;2260;SE;;;;;;;;;;;;;;;;;;;;;;;77;;;
X00058;3030;SE;17;-20;;;;;;;;;;;;;;;;;;;;;;;;
X00059;1000;RU;;;2;;;;2;2;2;2;;;;;;;;;;;;;;;;
X00059;1030;RU;0;;;;;0;;;;-2;;;;;;;;;;;;;;;;
X00059;1050;RU;3;3;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
X00059;3030;RU;0;;;;;;;;;;;;;;;;;;;;;;;;;
X00060;10;IT;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00060;1030;IT;17;17;-28;-36;106;106;;;;151;;;;;;;;;;;;;;;;
X00060;1040;IT;;;;;;0;;;;1;-151;;184;;;;;;;;;;;;;
X00060;1043;IT;;;;;;;;;;1;-151;;184;;;;;;;;;;;;;
X00060;1260;IT;;;;;;;;;;;;;;;;;;;17;;;;;;;
X00060;20;IT;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00060;3000;RO;;;;;;;;31;31;;;;;;;;;;;;;;;;;
X00060;3030;IT;17;17;;;;;;;;;;;;;;;;;;;;;;;;
X00060;3040;RO;;;;;;;31;;;;5;;;;;;;;;;;;;;;
X00060;3043;RO;;;;;;;31;;;;5;;;;;;;;;;;;;;;
X00060;3050;RO;;;;;;;31;31;31;;;;;;;;;;;;;;;;;
X00061;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00061;1040;DE;;;;;;0;;;;;;;;;;;;;;;;;;;;
X00061;1270;DE;;;;;;;;;;;695;;;;;;;;;;;;;;;
X00061;1273;DE;;;;;;;;;;;695;;;;;;;;;;;;;;;
X00061;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00061;3030;DE;1338;6;;;;;;;;;;;;;;;;;;;;;;;;
X00061;3030;EE;41;41;36;36;68;39;;;;;;;;;;;;;;;;;;;;
X00061;3030;LV;38;38;30;30;58;33;;;;;;;;;;;;;;;;;;;;
X00061;3040;EE;;;;;;0;-1;;;;1;;;;;;;;;;;;;;;
X00061;3040;LV;;;;-9;;;;;;;;;;;;;;;;;;;;;;
X00061;3043;EE;;;;;;;-1;;;;1;;;;;;;;;;;;;;;
X00061;3210;DE;;;;10000;10000;13000;;;;;;;;;;;;;;;;;;;;
X00061;3220;DE;;;1500;;3000;;;;;;;;;;;;;;;;;;;;;
X00061;3250;DE;8500;8500;10000;10000;13000;13000;;;;;;;;;;;;;;;;;;;;
X00061;3260;EE;;;;1;;;;;;;1;;;;;;;;6;;;;366;;;
X00061;3260;LV;;;;0;;;;;;;2;;;;;;;;9;;;;16;;;
X00061;3280;EE;;;1;;;;;;;1;;;;;;;;;;;;;;;;
X00061;3280;LV;;;0;;;;;;;2;;;;;;;;;;;;;;;;
X00062;1000;CY;;;-38;-38;-38;-79;-84;-84;-84;-84;;;;;;;;;;;;;;;;
X00062;1030;CY;;;;;-42;-5;;;;14;;;;;;;;;;;;;;;;
X00062;1050;CY;-38;-38;-38;-38;-79;-84;-84;-84;-84;-70;;;;;;;;;;;;;;;;
X00062;1210;IL;;;;21;21;20;;;;;;;;;;;;;;;;;;;;
X00062;1250;IL;20;20;21;21;20;20;;;;;;;;;;;;;;;;;;;;
X00063;1000;CA;;;65;;;;60;60;64;64;;;;;;;;;;;;;;;;
X00063;1030;CA;0;;;1;;;;4;;;;;;;;;;;;;;;;;;
X00063;1040;CA;;;;-6;;;;;;;;;;;;;;;;;;;;;;
X00063;1050;CA;67;67;65;60;60;60;60;64;64;64;;;;;;;;;;;;;;;;
X00063;3030;CA;0;;;;;;;;;;;;;;;;;;;;;;;;;
X00064;10;IT;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00064;10;US;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00064;1000;IT;;;1839;;;;1927;;;;;;;;;;;;;;;;;;;
X00064;1000;US;;;204;;;;214;;;;;;;;;;;;;;;;;;;
X00064;1030;IT;;324;315;;;;;;;;;;;;;;;;;;;;;;;
X00064;1030;US;;35;35;;;;;;;;;;;;;;;;;;;;;;;
X00064;1031;IT;;;227;;;;;;;;;;;;;;;;;;;;;;;
X00064;1031;US;;;25;;;;;;;;;;;;;;;;;;;;;;;
X00064;1040;IT;;;;;;;;;;;-1116;1116;;;;;;;;;;;;;;
X00064;1040;US;;;;;;;;;;;-124;124;;;;;;;;;;;;;;
X00064;1043;IT;;;;;;;;;;;-1116;1116;;;;;;;;;;;;;;
X00064;1043;US;;;;;;;;;;;-124;124;;;;;;;;;;;;;;
X00064;1050;IT;1515;1839;1927;1927;1927;1927;;;;;;;;;;;;;;;;;;;;
X00064;1050;US;168;206;214;214;214;214;;;;;;;;;;;;;;;;;;;;
X00064;1260;IT;;;125;125;125;125;198;;;;;;;;;;;;;;;;;;;
X00064;1280;IT;;;125;125;125;198;;;;;;;;;;;;;;;;;;;;
X00064;20;IT;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00064;3030;IT;;324;;;;;;;;;;;;;;;;;;;;;;;;
X00064;3030;US;;35;;;;;;;;;;;;;;;;;;;;;;;;
X00065;10;NO;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00065;1260;EE;;;;;;;;;;;15;;;;;;;;;;;;;;;
X00065;1260;LV;;;731;;;;891;891;1216;;531;;;;;;;;;;;;;;;
X00065;1260;NO;;;79;;;;11;11;24;;25;;;;;;;;;;;;;;;
X00065;1270;LV;;;;;;;;;-1216;;;;;;;;;;;;;;;;;
X00065;1270;NO;;;;;;;;;-24;;;;;;;;;;;;;;;;;
X00065;1273;LV;;;;;;;;;-1216;;;;;;;;;;;;;;;;;
X00065;1273;NO;;;;;;;;;-24;;;;;;;;;;;;;;;;;
X00065;1280;EE;;;;;;;;;;15;;;;;;;;;;;;;;;;
X00065;1280;LV;;;;;;891;891;;;531;;;;;;;;;;;;;;;;
X00065;1280;NO;;;;;;11;11;;;25;;;;;;;;;;;;;;;;
X00065;20;NO;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00065;2260;LV;;;3;;;;46;43;43;;;;;;;;;;;;;;;;;
X00065;2260;NO;;;;;;;2;;;;;;;;;;;;;;;;;;;
X00065;2280;LV;;;;;;46;43;;208;;;;;;;;;;;;;;;;;
X00065;2280;NO;;;;;;2;;;;;;;;;;;;;;;;;;;;
X00065;3030;NO;64;61;;;;;;;;;;;;;;;;;;;;;;;;
X00066;3000;LV;;;102;;;;102;102;102;102;;;;;;;;;;;;;;;;
X00066;3050;LV;101;101;;102;102;102;102;102;102;102;;;;;;;;;;;;;;;;
X00066;3260;LV;;;167;167;138;138;104;104;117,5;131;131;;;;;;;;;;;;;;;
X00066;3280;LV;;;167;138;138;104;104;117,5;131;131;;;;;;;;;;;;;;;;
X00066;4260;LV;;;5;5;6;6;6;6;4,5;3;3;;;;;;;;;;;;5;;;
X00066;4280;LV;;;5;6;6;6;6;4,5;3;3;;;;;;;;;;;;;;;;
X00067;10;RU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00067;1040;GB;;;;-838;;838;839;;;;;;;;;;;;;;;;;;;
X00067;1040;RU;;;;;;;;;;;3;;;;;;;;;;;;;;;
X00067;1043;GB;;;;;;;839;;;;;;;;;;;;;;;;;;;
X00067;1043;RU;;;;;;;;;;;3;;;;;;;;;;;;;;;
X00067;20;RU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00067;3030;GB;-799;-342;;;;;;;;;;;;;;;;;;;;;;;;
X00068;1000;US;;;29;;;;26;25;25;25;;;;;;;;;;;;;;;;
X00068;1030;US;;-3;;;-3;;-1;;;;;;;;;;;;;;;;;;;
X00068;1050;US;32;29;29;29;26;26;25;25;25;25;;;;;;;;;;;;;;;;
X00068;3030;US;;-3;;;;;;;;;;;;;;;;;;;;;;;;
X00069;3000;LV;;;31;;;;30;30;30;29;;;;;;;;;;;;;;;;
X00069;3010;LV;;;;;;;;;;;;;28;;;;;;;;;;;;;
X00069;3030;LV;;;-1;;;;;;-1;;;;;;;;;;;;;;;;;
X00069;3050;LV;3;3;;30;30;30;30;30;29;29;;;;;;;;;;;;;;;;
X00070;10;NL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00070;1040;NL;;;82;;;;;;;-1;;;;;;;;;;;;;;;;
X00070;1043;NL;;;;;;;;;;-1;;;;;;;;;;;;;;;;
X00070;1210;NL;;;;15152;6152;2000;;;;;;;;;;;;;;;;;;;;
X00070;1220;NL;;;12000;5000;8000;6545;;;;;;;;;;;;;;;;;;;;
X00070;1230;NL;;;18000;14000;12152;4345;;;;;;;;;;;;;;;;;;;;
X00070;1250;NL;11139;21142;15152;6152;2000;4200;;;;;;;;;;;;;;;;;;;;
X00070;1350;NL;;;92;38;13;27;;;;;;;;;;;;;;;;;;;;
X00070;20;NL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00070;3030;NL;4576;-1037;;;;;;;;;;;;;;;;;;;;;;;;
X00071;3040;EE;;;;;;;1;;;;256;-113;;;;;;;;;;;;;;
X00071;3040;LV;;;;;;;-1711;1711;;;-118;1743;;;;;;;;;;;;;;
X00071;3040;PL;;;;;;;;;;;;-9;;;;;;;;;;;;;;
X00071;3043;EE;;;;;;;1;;;;256;-113;;;;;;;;;;;;;;
X00071;3043;LV;;;;;;;-1711;1711;;;-118;1743;;;;;;;;;;;;;;
X00071;3043;PL;;;;;;;;;;;;-9;;;;;;;;;;;;;;
X00071;3160;LV;;;;10714;7710;9560;;;;;;;;;;;;;;;;;;;;
X00071;3170;LV;;;3836;;2900;4600;;;;;;;;;;;;;;;;;;;;
X00071;3180;LV;;;;3004;1050;3000;;;;;;;;;;;;;;;;;;;;
X00071;3200;LV;;;10714;7710;9560;11160;;;;;;;;;;;;;;;;;;;;
X00071;3220;LV;;;;;;1200;;;;;;;;;;;;;;;;;;;;
X00071;3250;LV;;;;;;1200;;;;;;;;;;;;;;;;;;;;
X00071;3350;LV;;;46;34;43;57;;;;;;;;;;;;;;;;;;;;
X00072;1050;PL;70;70;;;;;;;;;;;;;;;;;;;;;;;;
X00073;1000;DE;;;652;;;;662;662;662;623;;;;;;;;;;;;;;;;
X00073;1030;DE;;;;;;10;;;-39;;;;;;;;;;;;;;;;;
X00073;1050;DE;652;652;652;652;652;662;662;662;623;623;;;;;;;;;;;;;;;;
X00073;3000;BY;;;21;;;;21;21;21;21;;;;;;;;;;;;;;;;
X00073;3000;PL;;;4;;;;4;4;4;;;;;;;;;;;;;;;;;
X00073;3000;UA;;;100;;;;100;100;100;;;;;;;;;;;;;;;;;
X00073;3030;LV;;-3;;;;;;;;;;;;;;;;;;;;;;;;
X00073;3040;PL;;;;;;;;;-4;;;;;;;;;;;;;;;;;
X00073;3040;UA;;;;;;;;;-100;;;;;;;;;;;;;;;;;
X00073;3043;PL;;;;;;;;;-4;;;;;;;;;;;;;;;;;
X00073;3043;UA;;;;;;;;;-100;;;;;;;;;;;;;;;;;
X00073;3050;BY;20;20;;21;21;21;21;21;21;21;;;;;;;;;;;;;;;;
X00073;3050;LV;3;;;;;;;;;;;;;;;;;;;;;;;;;
X00073;3050;PL;3;3;;4;4;4;4;4;;;;;;;;;;;;;;;;;;
X00073;3050;UA;101;101;;100;100;100;100;100;;;;;;;;;;;;;;;;;;
X00073;3260;BY;;;303;303;303;303;303;250;276,5;303;303;;;;;;;;;;;;;;;
X00073;3280;BY;;;303;303;303;303;250;276,5;303;303;;;;;;;;;;;;;;;;
X00074;1000;UA;;;50;;;;57;57;57;14;;;;;;;;;;;;;;;;
X00074;1020;UA;;;;;;;;;119;;;;;;;;;;;;;;;;;
X00074;1030;UA;;;;7;;;;;;5;;;;;;;;;;;;;;;;
X00074;1040;UA;;;;0;;;;;76;;;;;;;;;;;;;;;;;
X00074;1043;UA;;;;;;;;;76;;;;;;;;;;;;;;;;;
X00074;1050;UA;49;49;50;57;57;57;57;57;14;19;;;;;;;;;;;;;;;;
X00075;3030;EE;3;3;1;1;2;1;;;;;;;;;;;;;;;;;;;;
X00075;3040;EE;;;;;;;-26;;;;;;;;;;;;;;;;;;;
X00075;3043;EE;;;;;;;-26;;;;;;;;;;;;;;;;;;;
X00076;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00076;1040;SE;;;;;;118;118;;;;64;;;;;;;;;;;;;;;
X00076;1043;SE;;;;;;;118;;;;64;;;;;;;;;;;;;;;
X00076;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00076;2260;SE;;;;;;;;;;;;;;;;;;;121;;;;;;;
X00076;3030;SE;-23;6;;;;;;;;;;;;;;;;;;;;;;;;
X00077;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00077;1040;DE;;;;;;-2;-2;;;;5;-473;;;;;;;;;;;;;;
X00077;1043;DE;;;;;;;-2;;;;5;-473;;;;;;;;;;;;;;
X00077;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00077;3030;DE;26;9;;;;;;;;;;;;;;;;;;;;;;;;
X00078;1050;DE;26;26;;;;;;;;;;;;;;;;;;;;;;;;
X00079;1030;RU;-87;;;;;;;;;;;;;;;;;;;;;;;;;
X00079;1050;RU;-136;-136;;;;;;;;;;;;;;;;;;;;;;;;
X00079;3030;RU;-87;;;;;;;;;;;;;;;;;;;;;;;;;
X00080;3000;LV;;;;;;;2;2;;;;;;;;;;;;;;;;;;
X00080;3040;LV;;;;;;-1722;;-2;;;;;;;;;;;;;;;;;;
X00080;3043;LV;;;;;;;;-2;;;;;;;;;;;;;;;;;;
X00080;3050;LV;;;;1724;1724;2;2;;;;;;;;;;;;;;;;;;;
X00081;1040;DK;;;;;;;45;;;;;;;;;;;;;;;;;;;
X00081;1043;DK;;;;;;;45;;;1;;;;;;;;;;;;;;;;
X00081;3030;DK;87;156;;;;;;;;;;;;;;;;;;;;;;;;
X00082;1000;SE;;;820;;;;1003;1003;1083;1083;;;;;;;;;;;;;;;;
X00082;1030;SE;;;182;;;;;80;;;;;;;;;;;;;;;;;;
X00082;1050;SE;820;820;1003;1003;1003;1003;1003;1083;1083;1083;;;;;;;;;;;;;;;;
X00082;1260;SE;;;660;660;660;660;364;364;231,5;99;99;;;;;;;;;;;;;;;
X00082;1280;SE;;;660;660;660;364;364;231,5;99;99;;;;;;;;;;;;;;;;
X00082;2260;SE;;;1;2;2;2;2;2;1;;;;;;;;;;;;;;;;;
X00082;2280;SE;;;2;2;2;2;2;1;;;;;;;;;;;;;;;;;;
X00083;1050;CN;3;;;;;;;;;;;;;;;;;;;;;;;;;
X00084;1000;BY;;;7;;;;6;8;8;8;;;;;;;;;;;;;;;;
X00084;1030;BY;;3;;;0;;2;;;;;;;;;;;;;;;;;;;
X00084;1050;BY;6;6;7;7;6;6;8;8;8;8;;;;;;;;;;;;;;;;
X00084;3030;BY;;3;;;;;;;;;;;;;;;;;;;;;;;;
X00085;1040;IS;;;;-17;;;;;;-7;;;;;;;;;;;;;;;;
X00085;1043;IS;;;;;;;;;;-7;;;;;;;;;;;;;;;;
X00085;3030;IS;214;-26;;;;;;;;;;;;;;;;;;;;;;;;
X00086;3000;EE;;;237;;;;266;70;70;70;;;;;;;;;;;;;;;;
X00086;3000;LV;;;37;;;;56;68;68;68;;;;;;;;;;;;;;;;
X00086;3030;EE;;;;;28;;-196;;;;;;;;;;;;;;;;;;;
X00086;3030;LV;;;;;19;;12;;;;;;;;;;;;;;;;;;;
X00086;3050;EE;237;237;;237;266;266;70;70;70;70;;;;;;;;;;;;;;;;
X00086;3050;LV;41;41;;37;56;56;68;68;68;68;;;;;;;;;;;;;;;;
X00087;1050;DE;-49;-49;;;;;;;;;;;;;;;;;;;;;;;;
X00088;10;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00088;1040;LU;;;;-2;;2;;;;-238;-200;;;;;;;;;;;;;;;
X00088;1043;LU;;;;;;;;;;-238;-200;;;;;;;;;;;;;;;
X00088;20;LU;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00088;3030;LU;9;3;;;;;;;;;;;;;;;;;;;;;;;;
X00089;10;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00089;1270;EE;;;;;;;;;;;556;;;;;;;;;;;;;;;
X00089;1273;EE;;;;;;;;;;;556;;;;;;;;;;;;;;;
X00089;20;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00089;3030;EE;98;423;;;;;;;;;;;;;;;;;;;;;;;;
X00090;10;CH;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00090;1040;CH;;;;;;;-1;;-1;1;44;;;;;;;;;;;;;;;
X00090;1042;CH;;;;;;;;;-1;1;;;;;;;;;;;;;;;;
X00090;1043;CH;;;;;;;-1;;;;44;;;;;;;;;;;;;;;
X00090;1270;RO;;;;;;;;;;;;;2;;;;;;;;;;;;;
X00090;1273;RO;;;;;;;;;;;;;2;;;;;;;;;;;;;
X00090;20;CH;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00090;2270;PK;;;;;;;;;;;-2;;;;;;;;;;;;;;;
X00090;2273;PK;;;;;;;;;;;-2;;;;;;;;;;;;;;;
X00090;2280;CZ;;;;0;;;;;;;;;;;;;;;;;;;;;;
X00090;2280;GR;;;;0;;;;;;;;;;;;;;;;;;;;;;
X00090;2280;PL;;;;2;;;;;;;;;;;;;;;;;;;;;;
X00090;3030;CH;1828;1607;;;;;;;;;;;;;;;;;;;;;;;;
X00091;1050;NO;791;791;;;;;;;;;;;;;;;;;;;;;;;;
X00091;1290;NO;;;16;16;16;16;;;;;;;;;;;;;;;;;;;;
X00091;1310;NO;;;16;16;16;;;;;;;;;;;;;;;;;;;;;
X00092;3010;LV;;;3;;;;;;;;;;;;;;;;;;;;;;;
X00092;3010;RU;;;0;;;;;;;;;1;;;;;;;;;;;;;;
X00092;3020;LV;;;3;;;;;;;;;;;;;;;;;;;;;;;
X00092;3020;RU;;;0;;;;;;;;;;;;;;;;;;;;;;;
X00092;3040;BY;;;;;;;38;;;;;;;;;;;;;;;;;;;
X00092;3043;BY;;;;;;;38;;;;;;;;;;;;;;;;;;;
X00092;3250;RU;362;362;;;;;;;;;;;;;;;;;;;;;;;;
X00093;1050;UA;12;;;;;;;;;;;;;;;;;;;;;;;;;
X00094;10;CZ;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00094;1040;CZ;;;4;;;-4;-5;;;1;768;;;;;;;;;;;;;;;
X00094;1043;CZ;;;;;;;-5;;;1;768;;;;;;;;;;;;;;;
X00094;20;CZ;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00094;2260;CZ;;;;;;;;90;;;;;;;;;;;;;;;;;;
X00094;2270;CZ;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X00094;2273;CZ;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X00094;2280;CZ;;;;;;;90;;;;;;;;;;;;;;;;;;;
X00094;3030;CZ;29;72;;;;;;;;;;;;;;;;;;;;;;;;
X00095;1050;BE;226;226;;;;;;;;;;;;;;;;;;;;;;;;
X00096;10;CH;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00096;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00096;1040;DE;;;;;;;1;;;;;;;;;;;;;;;;;;;
X00096;1043;CH;;;;;;;;;;;1;;;;;;;;;;;;;;;
X00096;1043;DE;;;;;;;1;;;;;;;;;;;;;;;;;;;
X00096;20;CH;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00096;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00096;3000;RU;;;8;;;;8;8;8;8;;;;;;;;;;;;;;;;
X00096;3030;CH;-38;-38;;;;;;;;;;;;;;;;;;;;;;;;
X00096;3030;DE;-32;-35;;;;;;;;;;;;;;;;;;;;;;;;
X00096;3050;RU;9;9;8;8;8;8;8;8;8;8;;;;;;;;;;;;;;;;
X00097;10;US;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00097;1040;US;;;;227;;-227;-227;;;;-641;;;;;;;;;;;;;;;
X00097;1043;US;;;;;;;-227;;;;-641;;;;;;;;;;;;;;;
X00097;1160;IE;;;;10753;10753;;;;;;;;;;;;;;;;;;;;;
X00097;1160;LU;;;;;;10753;;;;;;;;;;;;;;;;;;;;
X00097;1170;LU;;;;;;133;;;;;;;;;;;;;;;;;;;;
X00097;1200;IE;;;10753;10753;;;;;;;;;;;;;;;;;;;;;;
X00097;1200;LU;;;;;10753;10886;;;;;;;;;;;;;;;;;;;;
X00097;1210;IE;;;;2294;2294;;;;;;;;;;;;;;;;;;;;;
X00097;1210;LU;;;;;;2294;;;;;;;;;;;;;;;;;;;;
X00097;1250;IE;;;2294;2294;;;;;;;;;;;;;;;;;;;;;;
X00097;1250;LU;;;;;2294;2294;;;;;;;;;;;;;;;;;;;;
X00097;1273;CR;;;;;;;;;;;;-1;;;;;;;;;;;;;;
X00097;1273;DE;;;;;;;-21;;;;;49;;;;;;;;;;;;;;
X00097;1273;GB;;;;;;;;;;;;-36;;;;;;;;;;;;;;
X00097;1273;US;;;;;;;-134;;;;;181;;;;;;;;;;;;;;
X00097;1280;LU;;;;1;;;;;;;;;;;;;;;;;;;;;;
X00097;1350;IE;;;152;154;;;;;;;;;;;;;;;;;;;;;;
X00097;1350;LU;;;;;156;116;;;;;;;;;;;;;;;;;;;;
X00097;20;US;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00097;2273;US;;;;;;;;;;;;-31;;;;;;;;;;;;;;
X00097;3030;US;-133;-52;;;;;;;;;;;;;;;;;;;;;;;;
X00098;1000;SE;;;139;;;;131;131;131;131;;;;;;;;;;;;;;;;
X00098;1030;SE;-9;;;;;-8;;;;-17;;;;;;;;;;;;;;;;
X00098;1040;SE;;;;;0;;;;;;;;;;;;;;;;;;;;;
X00098;1050;SE;139;139;139;139;140;131;131;131;131;114;;;;;;;;;;;;;;;;
X00098;3030;SE;-9;;;;;;;;;;;;;;;;;;;;;;;;;
X00099;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00099;10;LV;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00099;1040;DE;;;0;;;;;;;-1;2;;;;;;;;;;;;;;;
X00099;1040;LV;;;;;;0;;;;;1;;;;;;;;;;;;;;;
X00099;1043;DE;;;;;;;;;;-1;2;;;;;;;;;;;;;;;
X00099;1043;LV;;;;;;;;;;;1;;;;;;;;;;;;;;;
X00099;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00099;20;LV;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00099;2260;DE;;;;;;;9;;;;22;;;;;;;;;;;;22;;;
